"C0000100","C0000200","C0005300","C0005400","C0005700","C0579900","C0580000","C0580100","C0799400","C0799500","C0799600","C0998600","C0998700","C0998800","C1198600","C1198700","C1198800","C1507600","C1507700","C1507800","C1564500","C1564600","C1564700","C1799900","C1800000","C1800100","C2503500","C2503600","C2503700","C2532000","C2532100","C2532200","C2802800","C2802900","C2803000","C3111300","C3111400","C3111500","C3615000","C3615100","C3615200","C3993600","C3993700","C3993800"
14402,144,3,2,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,22,87,117,-3,-3,-3,23,5,75,50,49,100,-7,-7,-7,-7,-7,-7
14403,144,3,2,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,23,52,101,53,92,121,-7,-7,-7,66,84,115
14701,147,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
14702,147,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,66,93,122,78,99,135,-7,-7,-7,-7,-7,-7,-7,-7,-7
14901,149,3,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,74,110,27,67,107,44,64,105,55,79,112,54,50,100,-7,-7,-7,-7,-7,-7,-7,-7,-7
14902,149,3,1,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,76,111,52,95,125,54,77,111,66,88,118,-7,-7,-7,-7,-7,-7
15301,153,3,1,1985,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,52,89,118,-3,-3,-3,45,23,89,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15302,153,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,15,7,78,-3,-3,-3,41,15,84,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15701,157,3,2,1985,-7,-7,-7,-7,-7,-7,16,85,116,26,64,105,41,49,100,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15702,157,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,43,95,125,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15801,158,3,2,1985,-7,-7,-7,-7,-7,-7,14,72,109,21,47,99,39,47,99,43,29,92,43,18,86,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15802,158,3,1,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,73,109,32,68,107,38,32,93,-3,-3,-3,65,79,112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15901,159,3,1,1985,-7,-7,-7,-7,-7,-7,14,72,109,28,77,111,44,70,108,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15902,159,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,14,72,109,28,63,105,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15903,159,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15904,159,3,2,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
15905,159,3,2,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
16001,160,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,10,21,88,27,54,102,43,54,102,53,66,106,68,87,117,-7,-7,-7,-7,-7,-7,-7,-7,-7
16101,161,3,1,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,24,80,113,41,73,109,62,95,125,74,99,135,76,97,128,-7,-7,-7
16102,161,3,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,26,95,125,43,88,118,53,90,119,65,93,122,67,85,116
16501,165,3,2,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,24,91,120,28,51,100,44,56,102,58,77,111,54,44,98,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
16502,165,3,2,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,20,69,107,45,88,118,52,83,114,64,86,116,70,88,118,-7,-7,-7,-7,-7,-7
16503,165,3,1,1998,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,31,93,33,50,100,53,86,116,65,89,118
16701,167,3,1,1985,-7,-7,-7,-7,-7,-7,16,80,113,24,42,97,53,92,121,61,89,118,60,61,104,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
16702,167,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,8,23,89,26,71,108,48,88,118,45,43,97,63,78,112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
17201,172,3,2,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,39,90,119,46,78,112,65,95,125,65,83,114,-7,-7,-7,-7,-7,-7
17401,174,1,1,1985,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,37,47,99,62,95,125,62,76,111,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
17402,174,1,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,20,69,107,38,64,105,54,83,114,57,65,106,62,60,104,-7,-7,-7,-7,-7,-7,-7,-7,-7
17501,175,3,1,1982,-7,-7,-7,-7,-7,-7,58,99,135,54,85,116,67,93,122,66,79,112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
17502,175,3,2,1983,-7,-7,-7,-7,-7,-7,25,68,107,41,62,105,40,18,86,54,58,103,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
17503,175,3,1,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,94,123,61,99,135,65,98,131,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
17504,175,3,1,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7
17901,179,3,2,1981,-7,-7,-7,18,38,95,39,41,97,43,29,92,58,62,105,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
17902,179,3,2,1983,-7,-7,-7,-7,-7,-7,23,52,101,37,47,99,48,59,103,50,45,98,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
18001,180,3,1,1978,39,78,112,59,93,122,65,89,118,60,54,102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
18002,180,3,1,1982,-7,-7,-7,14,39,96,45,85,116,44,43,97,52,55,102,65,71,108,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
18003,180,3,1,1984,-7,-7,-7,-7,-7,-7,14,55,102,36,76,111,43,54,102,62,87,117,65,79,112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
18301,183,3,1,1984,-7,-7,-7,-7,-7,-7,17,74,110,40,84,115,-3,-3,-3,54,69,107,45,21,88,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
18302,183,3,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,20,60,104,38,57,103,40,26,90,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
18303,183,3,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,85,116,26,56,102,51,87,117,53,71,108,57,56,102,-7,-7,-7,-7,-7,-7,-7,-7,-7
18401,184,3,2,1999,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,34,88,118,50,89,118,52,74,110
18601,186,3,1,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,73,109,18,31,93,27,11,82,-3,-3,-3,57,56,102,-7,-7,-7,-7,-7,-7,-7,-7,-7
18801,188,3,2,1985,-7,-7,-7,-7,-7,-7,7,5,75,14,21,88,32,27,91,43,29,92,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
19001,190,3,2,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,64,105,29,66,106,44,64,105,65,95,125,70,92,121,-7,-7,-7
19201,192,3,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,20,98,131,31,78,112,9,1,65,68,98,131,57,61,104,-7,-7,-7,-7,-7,-7,-7,-7,-7
19202,192,3,1,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,10,10,81,37,67,107,53,86,116,70,97,128,70,88,118,-7,-7,-7
19203,192,3,2,1998,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,20,77,111,39,78,112,57,93,122,53,61,104
19701,197,3,1,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,23,60,104,-3,-3,-3,49,68,107,60,71,108,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
19702,197,3,2,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,18,79,112,-3,-3,-3,40,39,96,47,45,98,51,42,97,-7,-7,-7,-7,-7,-7,-7,-7,-7
20001,200,3,2,1983,-7,-7,-7,8,8,79,42,88,118,45,67,107,52,63,105,67,86,116,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20002,200,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,26,90,44,80,113,47,59,103,46,31,93,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20301,203,1,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20302,203,1,2,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20401,204,1,1,1975,-7,-7,-7,78,99,135,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20402,204,1,2,1984,-7,-7,-7,-7,-7,-7,-7,-7,-7,49,95,125,61,96,126,66,93,122,69,87,117,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20501,205,1,2,1978,23,38,95,43,41,97,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20502,205,1,1,1981,-7,-7,-7,21,32,93,-7,-7,-7,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20503,205,1,1,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
20801,208,3,2,1975,37,11,82,44,18,86,48,22,88,60,41,97,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
21101,211,3,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,18,62,105,37,61,104,54,85,116,49,45,98,40,4,74
21102,211,3,1,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,42,96,126,55,97,128,67,98,131,66,88,118
21103,211,3,2,1999,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,24,71,108,43,77,111,41,26,90
21104,211,3,1,2003,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,14,72,109,29,66,106
22101,221,2,1,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,19,87,15,9,80,17,1,65,28,2,69,30,1,65,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22102,221,2,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,19,87,14,3,72,31,9,80,37,5,75,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22103,221,2,2,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,17,89,118,5,1,65,9,1,65,14,1,65,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22104,221,2,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,9,80,22,49,100,24,10,81,41,19,87,49,41,97,-7,-7,-7,-7,-7,-7,-7,-7,-7
22401,224,2,1,1974,48,53,101,55,46,98,51,26,90,52,21,88,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22402,224,2,2,1977,48,93,122,50,67,107,55,60,104,53,38,95,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22403,224,2,1,1979,25,52,101,46,67,107,48,49,100,58,56,102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22701,227,2,2,1975,36,12,82,46,30,92,45,15,84,48,16,85,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22702,227,2,2,1977,27,26,90,35,7,78,52,49,100,49,25,90,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22703,227,2,1,1985,-7,-7,-7,-7,-7,-7,10,26,90,24,56,102,30,23,89,45,46,98,61,69,107,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22704,227,2,1,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,9,6,77,21,16,85,48,67,107,56,66,106,43,11,82,-7,-7,-7
22801,228,1,2,1980,16,52,101,9,1,65,-3,-3,-3,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22802,228,1,1,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,48,27,91,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22803,228,1,1,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,-3,-3,-3,29,1,65,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
22804,228,1,2,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3,-3,-3,-3,-3,-3,38,13,83,-3,-3,-3,37,1,65,-7,-7,-7,-7,-7,-7,-7,-7,-7
22901,229,3,1,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,59,103,32,48,99,45,54,102,49,45,98,56,46,98,-7,-7,-7,-7,-7,-7
23101,231,3,2,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,19,65,106,33,50,100,55,86,116,65,89,118,66,77,111,-7,-7,-7,-7,-7,-7,-7,-7,-7
23102,231,3,2,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,85,116,38,84,115,52,91,120,55,77,111,67,86,116,-7,-7,-7,-7,-7,-7
23601,236,3,1,1988,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,23,77,111,36,58,103,62,95,125,64,86,116,67,79,112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
23602,236,3,1,1990,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,63,105,37,73,109,57,95,125,60,83,114,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7
23603,236,3,1,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,39,96,27,60,104,-3,-3,-3,-3,-3,-3,-3,-3,-3,-7,-7,-7
23701,237,3,2,1981,-7,-7,-7,27,60,104,48,81,113,49,57,103,69,92,121,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
23901,239,3,2,1980,12,44,98,13,5,75,32,15,84,35,6,77,40,4,74,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
23902,239,3,1,1983,-7,-7,-7,7,6,77,-7,-7,-7,24,10,81,37,11,82,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
23903,239,3,1,1984,-7,-7,-7,-7,-7,-7,14,55,102,42,85,116,49,82,114,65,93,122,-3,-3,-3,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24001,240,3,1,1984,-7,-7,-7,-7,-7,-7,13,47,99,37,73,109,45,67,107,57,77,111,67,85,116,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24002,240,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,57,103,43,90,119,44,60,104,56,74,110,65,79,112,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24201,242,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,23,85,116,31,52,101,50,78,112,50,52,101,68,84,115,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24401,244,3,2,1975,62,95,125,82,99,135,80,98,131,82,97,128,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24402,244,3,2,1979,30,87,117,44,70,108,59,88,118,66,88,118,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24403,244,3,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,27,67,107,50,89,118,63,93,122,65,83,114,-7,-7,-7,-7,-7,-7,-7,-7,-7
24501,245,3,2,1992,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,21,71,108,28,37,95,53,82,114,66,91,120,55,42,97,-7,-7,-7,-7,-7,-7
24502,245,3,2,1996,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,25,90,119,45,88,118,52,79,112,60,77,111,66,77,111
24503,245,3,1,1999,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,17,96,126,39,90,119,55,97,128,65,95,125
24901,249,3,1,1982,-7,-7,-7,16,45,98,32,40,96,43,37,95,50,47,99,48,27,91,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24902,249,3,2,1984,-7,-7,-7,-7,-7,-7,11,26,90,24,36,95,43,50,100,53,66,106,43,14,84,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
24903,249,3,1,1993,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,74,110,26,56,102,40,45,98,69,98,131,67,89,118,-7,-7,-7,-7,-7,-7
24904,249,3,1,2002,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,12,44,98,36,71,108
25001,250,3,1,1982,-7,-7,-7,-3,-3,-3,29,47,99,44,52,101,46,39,96,59,56,102,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25002,250,3,2,1986,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,31,93,39,67,107,47,62,105,66,93,122,49,30,92,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25201,252,3,2,1983,-7,-7,-7,13,64,105,27,74,110,41,55,102,45,46,98,58,65,106,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25202,252,3,1,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,23,68,107,35,49,100,53,80,113,45,30,92,-7,-7,-7,-7,-7,-7,-7,-7,-7
25401,254,3,1,1981,-7,-7,-7,13,16,85,27,13,83,46,47,99,47,32,93,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25402,254,3,2,1982,-7,-7,-7,13,47,99,32,62,105,49,82,114,53,64,105,64,75,110,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25403,254,3,1,1989,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,94,123,43,95,125,57,97,128,59,88,118,64,80,113,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25404,254,3,1,1994,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,28,91,120,49,95,125,49,75,110,67,94,123,-3,-3,-3,-7,-7,-7
25405,254,3,2,1995,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,13,74,110,28,70,108,47,81,113,75,99,135,68,93,122,-7,-7,-7
25501,255,3,2,1983,-7,-7,-7,17,89,118,28,70,108,48,84,115,60,89,118,66,87,117,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25502,255,3,2,1984,-7,-7,-7,-7,-7,-7,-3,-3,-3,49,94,123,69,99,135,67,93,122,67,82,114,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25503,255,3,2,1987,-7,-7,-7,-7,-7,-7,-7,-7,-7,15,79,112,32,73,109,48,79,112,57,82,114,69,90,119,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
25504,255,3,2,1991,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,11,39,96,37,87,117,66,99,135,65,95,125,71,95,125,-7,-7,-7,-7,-7,-7,-7,-7,-7
25505,255,3,1,1997,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,30,87,117,58,99,135,64,97,128,74,98,131
25601,256,3,2,1980,17,85,116,31,59,103,44,56,102,49,48,99,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
